,Time,DFF,CPIAUCSL,CPILFESL,UNRATE,WTISPLC,INDPRO,MABMM301USM189S,A576RC1
0,1960-01-01,3.99,1.24095,2.00669,5.2,2.97,10.03675,,7.05509
1,1960-02-01,3.97,1.41379,2.34114,4.8,2.97,6.96284,,6.78233
2,1960-03-01,3.84,1.51881,2.0,5.4,2.97,4.49722,,5.93518
3,1960-04-01,3.92,1.93237,2.0,5.2,2.97,1.50636,,5.56845
4,1960-05-01,3.85,1.82507,1.66113,5.1,2.97,-0.11438,,4.94632
5,1960-06-01,3.32,1.71762,1.65563,5.4,2.97,-1.48232,,4.26992
6,1960-07-01,3.23,1.37221,1.3245,5.5,2.97,0.58441,,4.69287
7,1960-08-01,2.98,1.47361,1.3245,5.6,2.97,3.9902,,5.22675
8,1960-09-01,2.6,1.23077,0.9901,5.5,2.97,3.02637,,5.14593
9,1960-10-01,2.47,1.36286,1.31579,6.1,2.97,3.65858,,5.28533
10,1960-11-01,2.44,1.46508,1.31579,6.1,2.97,1.57575,,3.98936
11,1960-12-01,1.98,1.36008,0.65574,6.6,2.97,-6.16437,,1.49589
12,1961-01-01,1.45,1.60027,0.98361,6.6,2.97,-8.45377,5.33199,1.22177
13,1961-02-01,2.54,1.46209,0.65359,6.9,2.97,-7.74411,6.06568,0.96012
14,1961-03-01,2.02,1.46209,0.98039,6.9,2.97,-6.34204,6.34815,1.17951
15,1961-04-01,1.49,0.91401,0.98039,7.0,2.97,-3.65304,6.5978,0.91575
16,1961-05-01,1.98,0.91309,0.98039,7.1,2.97,-2.057,7.07876,1.35185
17,1961-06-01,1.73,0.77676,0.9772,6.9,2.97,0.579,7.27754,2.34004
18,1961-07-01,1.17,1.25212,1.30719,7.0,2.97,2.09045,7.07004,2.47813
19,1961-08-01,2.0,1.11449,1.63399,6.6,2.97,3.13975,6.74487,3.21402
20,1961-09-01,1.88,1.24958,1.63399,6.7,2.97,4.11316,6.84176,3.36012
21,1961-10-01,2.26,0.77311,0.97403,6.5,2.97,6.23505,6.979,3.96508
22,1961-11-01,2.61,0.67159,1.2987,6.1,2.97,9.42739,7.23705,5.55353
23,1961-12-01,2.33,0.67092,1.62866,6.0,2.97,12.53008,7.39437,7.03758
24,1962-01-01,2.15,0.67024,1.2987,5.8,2.97,11.42185,7.44986,6.3643
25,1962-02-01,2.37,0.90483,1.2987,5.5,2.97,13.382,7.45656,7.20556
26,1962-03-01,2.85,1.1059,1.2945,5.6,2.97,13.30111,7.79139,7.79599
27,1962-04-01,2.78,1.34183,1.2945,5.6,2.97,11.25592,8.0025,8.23956
28,1962-05-01,2.36,1.34048,1.61812,5.5,2.97,9.45135,7.85227,7.67844
29,1962-06-01,2.68,1.23995,1.29032,5.5,2.97,7.70998,7.70891,6.93105
30,1962-07-01,2.71,1.00267,1.29032,5.4,2.97,7.50872,7.73956,6.79232
31,1962-08-01,2.93,1.1356,1.28617,5.7,2.97,6.65149,7.69231,6.36943
32,1962-09-01,2.9,1.46765,1.28617,5.6,2.97,7.44895,7.70865,6.9258
33,1962-10-01,2.9,1.33422,1.28617,5.4,2.97,5.53745,7.88281,5.94822
34,1962-11-01,2.94,1.33422,0.96154,5.7,2.97,4.36183,7.91842,5.39979
35,1962-12-01,2.93,1.23292,1.28205,5.5,2.97,3.45954,8.1073,5.16351
36,1963-01-01,2.92,1.33156,0.96154,5.7,2.97,5.12509,8.20741,5.36451
37,1963-02-01,3.0,1.22883,1.28205,5.9,2.97,4.61376,8.17407,5.04947
38,1963-03-01,2.98,1.12695,1.27796,5.7,2.97,4.69608,8.0443,4.62994
39,1963-04-01,2.9,0.89374,1.27796,5.7,2.97,5.43146,8.04631,3.99061
40,1963-05-01,3.0,0.89286,0.95541,5.9,2.97,6.82318,8.23022,4.51958
41,1963-06-01,2.99,1.32406,1.27389,5.6,2.97,7.3718,8.33095,5.17875
42,1963-07-01,3.02,1.55526,1.27389,5.6,2.97,5.92594,8.6374,4.9284
43,1963-08-01,3.49,1.55218,1.26984,5.4,2.97,6.02561,8.73016,5.35595
44,1963-09-01,3.48,0.98619,1.26984,5.5,2.97,6.40746,8.76303,5.3536
45,1963-10-01,3.5,1.21791,1.5873,5.5,2.97,7.0304,8.70661,5.94452
46,1963-11-01,3.48,1.31666,1.5873,5.7,2.97,7.10574,8.81045,5.61576
47,1963-12-01,3.38,1.64582,1.58228,5.5,2.97,6.89673,8.40915,6.15385
48,1964-01-01,3.48,1.64258,2.22222,5.6,2.97,7.05415,8.21468,6.03786
49,1964-02-01,3.48,1.41076,1.89873,5.4,2.97,6.56385,8.07285,6.85287
50,1964-03-01,3.43,1.40937,1.57729,5.4,2.97,5.91199,7.85001,6.81525
51,1964-04-01,3.47,1.54199,1.57729,5.3,2.97,6.66644,7.60782,7.35247
52,1964-05-01,3.5,1.54048,1.57729,5.1,2.97,5.9881,7.47142,7.27098
53,1964-06-01,3.5,1.30676,1.57233,5.2,2.97,5.96985,7.58457,6.9568
54,1964-07-01,3.42,1.07527,1.57233,4.9,2.92,7.09294,7.60955,7.61663
55,1964-08-01,3.5,0.97561,1.25392,5.0,2.92,7.57718,7.76851,7.89391
56,1964-09-01,3.45,1.17188,1.25392,5.1,2.92,6.91038,8.00518,7.71644
57,1964-10-01,3.36,1.20325,1.25,5.1,2.92,4.70579,7.93201,7.01372
58,1964-11-01,3.52,1.39701,1.5625,4.8,2.92,7.41455,7.79055,7.74254
59,1964-12-01,3.85,1.19819,1.24611,5.0,2.92,8.89535,8.01119,8.01727
60,1965-01-01,3.9,1.0989,1.24224,4.9,2.92,9.10869,8.17308,8.00246
61,1965-02-01,3.98,1.19702,1.24224,5.1,2.92,9.04733,8.2495,7.23404
62,1965-03-01,4.05,1.19586,1.24224,4.7,2.92,10.49105,8.35418,7.25733
63,1965-04-01,4.09,1.38934,1.5528,4.8,2.92,9.18564,8.38935,6.9991
64,1965-05-01,4.1,1.61394,1.5528,4.6,2.92,9.41608,8.13953,7.34548
65,1965-06-01,4.05,1.93486,1.23839,4.6,2.92,9.95303,8.10612,7.21711
66,1965-07-01,4.09,1.80529,1.23839,4.4,2.92,10.26119,7.99805,7.2545
67,1965-08-01,4.12,1.61031,1.23839,4.4,2.92,10.00925,7.83745,7.14077
68,1965-09-01,4.02,1.73745,1.54799,4.3,2.92,9.87976,7.81962,7.39662
69,1965-10-01,4.08,1.70308,1.23457,4.2,2.92,12.54678,7.99332,8.91349
70,1965-11-01,4.1,1.73021,1.23077,4.1,2.92,9.62758,7.98578,8.83117
71,1965-12-01,4.32,1.92,1.53846,4.0,2.92,9.69479,8.12338,8.56409
72,1966-01-01,4.42,1.91816,1.22699,4.0,2.92,9.59145,8.07018,8.89142
73,1966-02-01,4.6,2.55754,1.53374,3.8,2.92,9.62064,7.9461,9.41043
74,1966-03-01,4.66,2.77866,1.53374,3.8,2.92,9.66885,7.84857,9.72653
75,1966-04-01,4.67,2.86807,1.83486,3.8,2.92,9.36686,7.78594,10.24705
76,1966-05-01,4.9,2.76366,2.14067,3.9,2.92,9.55269,7.54976,10.01391
77,1966-06-01,5.17,2.43594,2.44648,3.8,2.92,9.22289,7.06658,10.66482
78,1966-07-01,5.3,2.75491,2.75229,3.8,2.92,8.79858,6.32197,10.91559
79,1966-08-01,5.53,3.48653,3.0581,3.8,2.92,8.4245,6.01166,11.00792
80,1966-09-01,5.4,3.57369,3.04878,3.7,2.97,9.15983,5.76196,10.81887
81,1966-10-01,5.53,3.79147,3.65854,3.7,2.97,8.8186,5.10384,10.10965
82,1966-11-01,5.76,3.55906,3.34347,3.6,2.97,7.62232,4.73996,9.70565
83,1966-12-01,5.4,3.3595,3.33333,3.8,2.97,6.54663,4.57317,9.15067
84,1967-01-01,4.94,3.1995,3.63636,3.9,2.97,6.0081,4.24242,9.44779
85,1967-02-01,5.0,2.86783,3.32326,3.8,3.0,4.13059,4.4124,8.36788
86,1967-03-01,4.53,2.54817,3.62538,3.8,3.0,2.14588,4.81592,7.93936
87,1967-04-01,4.05,2.54027,3.3033,3.8,3.0,2.94562,4.8583,7.41024
88,1967-05-01,3.94,2.31839,3.29341,3.8,3.0,1.08534,5.76473,6.87737
89,1967-06-01,3.98,2.84126,3.28358,3.9,3.0,0.59888,6.5365,6.70839
90,1967-07-01,3.79,2.92758,3.27381,3.8,3.0,-0.17661,7.51752,6.37085
91,1967-08-01,3.9,2.60337,3.56083,3.8,3.07,1.65687,8.08295,6.42224
92,1967-09-01,3.99,2.59542,3.5503,3.8,3.07,0.55395,8.26672,6.28823
93,1967-10-01,3.88,2.58752,3.23529,4.0,3.07,0.67554,8.9342,6.04809
94,1967-11-01,4.13,3.10219,3.52941,3.9,3.07,2.82288,9.19757,6.84071
95,1967-12-01,4.51,3.28068,3.81232,3.8,3.07,3.69085,9.2878,7.46808
96,1968-01-01,4.61,3.64742,3.80117,3.7,3.07,3.09308,9.50997,7.34099
97,1968-02-01,4.71,3.63636,4.38596,3.8,3.07,4.64938,9.33828,8.82142
98,1968-03-01,5.05,3.93939,4.37318,3.7,3.07,5.57088,8.88299,9.16448
99,1968-04-01,5.76,3.92749,4.36047,3.5,3.07,4.73611,8.85999,9.38834
100,1968-05-01,6.12,4.22961,4.34783,3.5,3.07,6.84297,8.38697,10.29099
101,1968-06-01,6.07,4.2042,4.62428,3.7,3.07,7.24877,8.08765,10.27445
102,1968-07-01,6.03,4.49102,4.89914,3.7,3.07,7.32862,7.7622,10.58028
103,1968-08-01,6.03,4.47761,4.58453,3.5,3.07,5.60496,7.55677,10.54335
104,1968-09-01,5.78,4.46429,4.85714,3.4,3.07,6.17748,7.5578,11.04972
105,1968-10-01,5.91,4.74777,5.12821,3.4,3.07,5.5287,7.60324,11.22309
106,1968-11-01,5.82,4.42478,5.39773,3.4,3.07,5.38656,7.90483,10.8371
107,1968-12-01,6.02,4.70588,5.08475,3.4,3.07,4.59303,8.00305,10.4685
108,1969-01-01,6.3,4.69208,5.07042,3.4,3.07,5.33904,7.94463,10.33638
109,1969-02-01,6.61,4.67836,5.32213,3.4,3.07,5.63448,7.82428,9.4464
110,1969-03-01,6.79,5.24781,5.58659,3.4,3.25,6.13166,7.72693,9.83428
111,1969-04-01,7.41,5.52326,6.12813,3.4,3.35,5.58808,7.46687,9.88296
112,1969-05-01,8.67,5.50725,5.83333,3.4,3.35,4.02237,6.97718,9.67396
113,1969-06-01,8.9,5.4755,5.8011,3.5,3.35,4.65416,6.61629,9.74261
114,1969-07-01,8.61,5.44413,5.76923,3.5,3.35,5.36834,6.21334,10.01054
115,1969-08-01,9.19,5.42857,6.0274,3.5,3.35,5.31661,5.58791,10.18615
116,1969-09-01,9.15,5.69801,5.99455,3.7,3.35,4.89571,5.14812,9.97098
117,1969-10-01,9.0,5.66572,5.96206,3.7,3.35,4.7183,4.62697,9.84349
118,1969-11-01,8.85,5.9322,5.66038,3.5,3.35,2.40653,4.08962,9.49173
119,1969-12-01,8.97,5.89888,5.91398,3.5,3.35,1.81025,3.72265,9.49675
120,1970-01-01,8.98,6.16246,6.16622,3.9,3.35,-0.67607,3.56578,9.42863
121,1970-02-01,8.98,6.42458,5.85106,4.2,3.35,-1.37236,2.51792,9.35367
122,1970-03-01,7.76,6.09418,6.08466,4.4,3.35,-2.26697,2.24582,8.89418
123,1970-04-01,8.1,6.06061,6.03675,4.6,3.35,-2.15799,2.20601,7.83037
124,1970-05-01,7.95,6.04396,6.29921,4.8,3.35,-1.90124,2.60191,7.31469
125,1970-06-01,7.61,6.01093,6.52742,4.9,3.35,-3.16463,2.88678,6.95871
126,1970-07-01,7.21,5.70652,6.23377,5.0,3.31,-3.43686,3.38223,6.30268
127,1970-08-01,6.62,5.69106,6.20155,5.1,3.31,-3.83016,4.27512,5.6568
128,1970-09-01,6.29,5.66038,6.16967,5.4,3.31,-4.47156,4.99914,4.75024
129,1970-10-01,6.2,5.63003,6.13811,5.5,3.31,-6.40969,5.6565,3.86202
130,1970-11-01,5.6,5.6,6.63265,5.9,3.31,-6.09146,6.09839,3.4862
131,1970-12-01,4.9,5.57029,6.59898,6.1,3.56,-3.67643,6.56574,3.78058
132,1971-01-01,4.14,5.27704,6.31313,5.9,3.56,-1.10412,7.34396,4.7417
133,1971-02-01,3.72,4.72441,6.03015,5.9,3.56,-1.22749,9.32969,4.69897
134,1971-03-01,3.71,4.43864,5.23691,6.0,3.56,-1.20616,10.65895,4.53965
135,1971-04-01,4.16,4.15584,4.9505,5.9,3.56,-0.39525,11.89667,5.4326
136,1971-05-01,4.63,4.40415,5.18519,5.9,3.56,0.22695,12.71344,5.97777
137,1971-06-01,4.91,4.38144,4.90196,5.9,3.56,0.97391,13.07124,5.74484
138,1971-07-01,5.31,4.37018,4.88998,6.0,3.56,0.43414,13.43682,5.44242
139,1971-08-01,5.57,4.35897,4.62287,6.1,3.56,0.0297,13.32452,5.83902
140,1971-09-01,5.55,4.08163,4.11622,6.0,3.56,2.36113,13.3017,6.56829
141,1971-10-01,5.2,3.80711,3.85542,5.8,3.56,5.23228,13.30305,7.18412
142,1971-11-01,4.91,3.53535,3.34928,6.0,3.56,6.32292,13.44389,7.45812
143,1971-12-01,4.14,3.26633,3.09524,6.0,3.56,5.13581,13.3759,8.03571
144,1972-01-01,3.51,3.25815,3.32542,5.8,3.56,6.82765,13.39864,7.80342
145,1972-02-01,3.3,3.7594,3.31754,5.7,3.56,8.13698,13.21373,8.59046
146,1972-03-01,3.83,3.5,3.31754,5.8,3.56,9.00606,12.86352,8.82456
147,1972-04-01,4.17,3.49127,3.30189,5.7,3.56,9.45841,12.15067,8.77863
148,1972-05-01,4.27,3.22581,3.05164,5.7,3.56,8.91898,11.48943,8.3405
149,1972-06-01,4.46,2.96296,2.80374,5.7,3.56,8.74796,11.39673,8.67181
150,1972-07-01,4.55,2.95567,2.7972,5.6,3.56,8.94898,11.75692,8.69937
151,1972-08-01,4.81,2.9484,3.02326,5.6,3.56,11.09591,12.13713,9.06467
152,1972-09-01,4.87,3.18627,3.02326,5.5,3.56,10.16373,12.38989,9.49004
153,1972-10-01,5.05,3.17848,3.01624,5.6,3.56,10.75939,12.67182,10.82856
154,1972-11-01,5.06,3.41463,2.77778,5.3,3.56,11.59342,12.67386,11.23219
155,1972-12-01,5.33,3.40633,3.00231,5.2,3.56,11.56894,12.95227,10.77686
156,1973-01-01,5.94,3.64078,2.52874,4.9,3.56,9.74861,12.90233,10.47386
157,1973-02-01,6.58,3.86473,2.75229,5.0,3.56,10.20237,12.18134,10.47788
158,1973-03-01,7.09,4.83092,3.21101,4.9,3.56,9.48967,11.15201,10.51282
159,1973-04-01,7.12,5.3012,2.96804,5.0,3.56,8.26984,11.01029,10.86124
160,1973-05-01,7.84,5.52885,3.18907,4.9,3.56,8.9737,11.23369,11.07937
161,1973-06-01,8.49,5.9952,3.18182,4.9,3.56,8.81398,11.15113,11.27582
162,1973-07-01,10.4,5.74163,3.1746,4.8,3.56,9.33961,10.13825,11.90252
163,1973-08-01,10.5,7.39857,3.16027,4.8,4.31,7.69892,9.11929,11.29961
164,1973-09-01,10.78,7.36342,3.83747,4.8,4.31,7.71471,7.83759,11.32017
165,1973-10-01,10.01,8.05687,4.27928,4.6,4.31,7.19728,7.07841,10.69746
166,1973-11-01,10.03,8.25472,4.72973,4.8,4.31,6.437,6.92782,11.01733
167,1973-12-01,9.95,8.94118,4.70852,4.9,4.31,4.94614,6.63094,10.54909
168,1974-01-01,9.65,9.60187,5.15695,5.1,10.11,3.50484,6.09651,10.01331
169,1974-02-01,8.97,10.0,5.35714,5.2,10.11,1.72368,6.15404,9.38185
170,1974-03-01,9.35,10.13825,5.77778,5.1,10.11,1.68002,6.72145,9.07773
171,1974-04-01,10.51,10.06865,6.20843,5.1,10.11,1.53162,6.49018,8.86203
172,1974-05-01,11.31,10.70615,7.06402,5.1,10.11,1.66763,5.78133,9.47414
173,1974-06-01,11.93,10.85973,7.92952,5.4,10.11,1.36211,5.34021,9.56633
174,1974-07-01,12.92,11.53846,8.79121,5.5,10.11,1.15964,5.3676,9.16116
175,1974-08-01,12.01,10.88889,9.84683,5.5,10.11,0.23244,5.40057,9.49518
176,1974-09-01,11.34,11.9469,10.21739,5.9,10.11,-0.53665,5.79054,9.36548
177,1974-10-01,10.06,11.84211,10.58315,6.0,11.16,-1.64002,6.01709,9.19698
178,1974-11-01,9.45,12.20044,10.96774,6.6,11.16,-5.31766,5.85464,7.34456
179,1974-12-01,8.53,12.09503,11.34904,7.2,11.16,-8.44487,5.44711,6.81603
180,1975-01-01,7.13,11.75214,11.51386,8.1,11.16,-9.10545,5.4205,6.54746
181,1975-02-01,6.24,11.20507,11.86441,8.1,11.16,-10.91568,5.77413,5.5845
182,1975-03-01,5.54,10.46025,11.34454,8.6,11.16,-11.90367,6.30962,5.4108
183,1975-04-01,5.49,10.18711,11.27349,8.8,11.16,-11.48482,7.12567,4.83679
184,1975-05-01,5.22,9.25926,10.30928,9.0,11.16,-12.43152,8.38097,4.52943
185,1975-06-01,5.55,9.18367,9.79592,8.8,11.16,-11.70118,9.70608,4.37201
186,1975-07-01,6.1,9.53347,9.09091,8.6,11.16,-10.95795,10.63081,4.41498
187,1975-08-01,6.14,8.61723,7.96813,8.4,11.16,-9.12089,11.19783,5.18519
188,1975-09-01,6.24,7.90514,7.49507,8.4,11.16,-7.96625,11.66798,5.02914
189,1975-10-01,5.82,7.64706,7.03125,8.4,11.16,-7.28142,11.6982,5.32998
190,1975-11-01,5.22,7.37864,6.97674,8.3,11.16,-3.988,12.05208,7.0191
191,1975-12-01,5.2,7.12909,6.73077,8.2,11.16,0.93472,12.64827,7.80895
192,1976-01-01,4.87,6.69216,6.88337,7.9,11.16,3.71284,13.27375,9.16088
193,1976-02-01,4.77,6.27376,6.43939,7.7,12.03,7.21089,13.80593,10.33785
194,1976-03-01,4.84,6.06061,6.60377,7.6,12.1,8.62359,13.51351,10.55619
195,1976-04-01,4.82,5.84906,6.37899,7.7,12.17,8.98221,13.44241,11.37023
196,1976-05-01,5.29,6.21469,6.54206,7.4,12.17,9.73029,13.10265,11.25125
197,1976-06-01,5.48,5.98131,6.3197,7.6,12.17,9.16432,11.90031,10.76961
198,1976-07-01,5.31,5.55556,6.66667,7.8,12.17,8.63683,11.40396,11.02071
199,1976-08-01,5.29,5.71956,6.82657,7.8,12.17,8.33548,11.75872,10.44196
200,1976-09-01,5.25,5.49451,6.78899,7.6,13.9,7.29982,12.03227,10.37269
201,1976-10-01,5.02,5.46448,6.75182,7.7,13.9,6.82113,12.74805,9.85798
202,1976-11-01,4.95,5.06329,6.34058,7.8,13.9,8.30444,13.04002,10.02127
203,1976-12-01,4.65,5.03597,6.12613,7.8,13.9,7.97981,13.36351,9.98594
204,1977-01-01,4.61,5.19713,6.08229,7.5,13.9,5.84146,13.50088,8.57704
205,1977-02-01,4.68,6.08229,6.22776,7.6,13.9,6.45593,13.19812,9.0367
206,1977-03-01,4.69,6.42857,6.19469,7.4,13.9,7.57926,13.19048,9.52544
207,1977-04-01,4.73,6.95187,6.34921,7.2,13.9,8.068,13.08446,9.76797
208,1977-05-01,5.35,6.73759,6.31579,7.0,13.9,8.47781,12.76933,10.19194
209,1977-06-01,5.39,6.70194,6.64336,7.2,13.9,9.1558,13.01039,10.89729
210,1977-07-01,5.42,6.66667,6.25,6.9,13.9,8.7201,12.92461,11.00378
211,1977-08-01,5.9,6.63176,6.21762,7.0,14.85,8.07203,12.5876,10.55409
212,1977-09-01,6.14,6.42361,6.18557,6.8,14.85,8.17705,12.18941,11.15725
213,1977-10-01,6.47,6.39033,5.98291,6.8,14.85,8.35447,11.46667,11.97175
214,1977-11-01,6.51,6.71256,6.13288,6.8,14.85,6.91979,10.91197,11.54672
215,1977-12-01,6.56,6.67808,6.45161,6.4,14.85,5.95235,10.2691,11.39173
216,1978-01-01,6.7,6.81431,6.40809,6.4,14.85,5.14347,9.82664,11.93442
217,1978-02-01,6.78,6.23946,6.19765,6.3,14.85,4.04612,9.1627,11.71645
218,1978-03-01,6.79,6.37584,6.33333,6.3,14.85,4.73934,8.72528,12.26956
219,1978-04-01,6.89,6.5,6.6335,6.1,14.85,5.78603,8.4028,13.04393
220,1978-05-01,7.36,7.14286,6.76568,6.0,14.85,5.47831,8.39537,12.44779
221,1978-06-01,7.6,7.43802,6.88525,5.9,14.85,5.36094,8.26901,12.79257
222,1978-07-01,7.81,7.73026,7.18954,6.2,14.85,5.13291,7.94,12.89387
223,1978-08-01,8.04,7.85597,7.47967,5.9,14.85,5.46565,7.80113,13.06683
224,1978-09-01,8.45,8.48287,7.9288,6.0,14.85,5.28607,7.9281,12.89815
225,1978-10-01,8.96,8.92857,8.3871,5.8,14.85,5.95169,7.83892,12.90385
226,1978-11-01,9.76,8.87097,8.50722,5.9,14.85,6.56041,7.66001,13.01878
227,1978-12-01,10.03,8.98876,8.45295,6.0,14.85,6.95248,7.53365,13.44112
228,1979-01-01,10.07,9.2504,8.55784,5.9,14.85,7.89943,7.18137,13.78162
229,1979-02-01,10.06,9.84127,9.14826,5.9,15.85,7.85692,7.18009,13.67916
230,1979-03-01,10.09,10.25237,9.40439,5.8,15.85,6.13879,7.39824,13.36859
231,1979-04-01,10.01,10.48513,9.33126,5.8,15.85,2.85611,7.82067,11.50233
232,1979-05-01,10.24,10.69767,9.42813,5.6,18.1,3.25113,7.60778,11.71302
233,1979-06-01,10.29,11.07692,9.35583,5.7,19.1,2.59478,7.92567,11.58318
234,1979-07-01,10.47,11.45038,9.60366,5.7,21.75,2.52404,8.3604,11.59844
235,1979-08-01,10.94,11.83612,9.98487,6.0,26.5,1.43374,8.48144,11.55673
236,1979-09-01,11.43,11.8797,9.89505,5.9,28.5,1.17735,8.11152,11.48555
237,1979-10-01,13.77,12.07154,10.11905,6.0,29.0,1.092,7.99379,10.70723
238,1979-11-01,13.18,12.59259,10.65089,5.9,31.0,0.16527,7.85814,10.80344
239,1979-12-01,13.78,13.25479,11.32353,6.0,32.5,-0.27532,7.88433,10.80283
240,1980-01-01,13.82,13.86861,11.9708,6.3,32.5,0.80735,8.10003,10.45724
241,1980-02-01,14.13,14.16185,11.99422,6.3,37.0,0.34714,8.47728,10.40994
242,1980-03-01,17.19,14.59227,12.60745,6.3,38.0,-0.38028,8.07033,10.21277
243,1980-04-01,17.61,14.58924,13.08677,6.9,39.5,-1.18434,7.13929,10.55301
244,1980-05-01,10.98,14.42577,13.13559,7.5,39.5,-4.45304,7.24011,9.55238
245,1980-06-01,9.47,14.26593,13.60449,7.6,39.5,-5.67287,7.46311,8.95391
246,1980-07-01,9.03,13.15068,12.3783,7.8,39.5,-6.20695,7.71536,8.11433
247,1980-08-01,9.61,12.89009,11.82944,7.7,38.0,-5.29307,7.94276,8.68023
248,1980-09-01,10.87,12.76882,12.00546,7.5,36.0,-3.70654,8.24565,8.70109
249,1980-10-01,12.81,12.63298,12.16216,7.5,36.0,-3.15632,8.51821,9.59404
250,1980-11-01,15.85,12.63158,12.16578,7.5,36.0,-1.38584,8.86145,10.01922
251,1980-12-01,18.9,12.35371,12.15324,7.2,37.0,-0.78537,8.55669,9.86376
252,1981-01-01,19.08,11.79487,11.34289,7.5,38.0,-1.92461,8.37661,10.36022
253,1981-02-01,15.93,11.39241,10.83871,7.4,38.0,-2.36994,8.30322,9.9835
254,1981-03-01,14.7,10.61174,9.92366,7.4,38.0,-1.46138,9.12122,9.77131
255,1981-04-01,15.72,10.13597,9.43396,7.2,38.0,0.08064,10.45134,10.08584
256,1981-05-01,18.52,9.79192,9.61298,7.5,38.0,3.19409,10.0443,10.67358
257,1981-06-01,19.1,9.69697,9.38272,7.5,36.0,5.08046,9.22705,10.88876
258,1981-07-01,19.04,10.77482,11.13861,7.2,36.0,6.51608,8.82562,11.50767
259,1981-08-01,17.82,10.81731,11.56212,7.4,36.0,6.04598,8.50464,11.30939
260,1981-09-01,15.87,10.96544,11.81486,7.6,36.0,3.8004,8.38628,10.57699
261,1981-10-01,15.08,10.27155,10.96386,7.9,35.0,1.70638,8.64462,9.52617
262,1981-11-01,13.31,9.57944,10.2503,8.3,36.0,-1.11438,8.79183,8.54767
263,1981-12-01,12.37,8.91204,9.54064,8.5,35.0,-2.8297,9.73247,7.53031
264,1982-01-01,13.22,8.25688,9.25059,8.6,33.85,-4.2185,10.17487,7.04245
265,1982-02-01,14.78,7.61364,9.19674,8.9,31.56,-1.8586,9.62501,7.08586
266,1982-03-01,14.68,6.88488,8.68056,9.0,28.48,-3.0162,9.15923,6.29058
267,1982-04-01,14.94,6.62177,8.85057,9.3,33.45,-3.48187,8.72107,5.67991
